korean_name,english_name,kcd_code,special_code
(무한성) 외배엽형성이상,Ectodermal dysplasia (anhidrotic),Q82.4,V900
(승모판 협착 또는 폐쇄와 함께) 상행대동맥의 형성저하와 좌심실의 결손발육을 동반하는 대동맥구멍 및 판막의 폐쇄 또는 현저한 발육부전,"Atresia, or marked hypoplasia of aortic orifice or valve, with hypoplasia of ascending aorta and defective development of left ventricle (with mitral valve stenosis or atresia)",Q23.4,V147
"(외)이도의 선천성 결여, 폐쇄, 협착","Congenital absence, atresia and stricture of auditory canal(external)",Q16.1,V291
(이상형태성) 태아알코올증후군,Fetal alcohol syndrome (dysmorphic),Q86.0,V157
(하)(상)대정맥의 선천성 협착,Congenital stenosis of vena cava (inferior)(superior),Q26.0,V150
(혈청검사음성인) 연소성 다발관절염,Juvenile polyarthritis (seronegative),M08.3,V133
10단완 11-12 결손 증후군,10p11-12 deletion syndrome,,V901
10번 염색체 단완의 결손 증후군,10p deletion syndrome,,V901
10번 염색체 단완의 삼염색체증,Trisomy 10p,Q92.2,V900
10번 염색체 장완 말단부의 단일염색체증,Distal monosomy 10q,,V901
10번 염색체 장완의 22-23 부분의 미세결손 증후군,10q22q23 microdeletion syndrome,,V901
10번 염색체 장완의 결손 증후군,10q deletion syndrome,,V901
10번 염색체 장완의 중복 증후군,10q duplication syndrome,,V901
10장완 말단 삼염색체 증후군,Distal 10q trisomy syndrome,,V900
11번 염색체 장완의 중복 증후군,11q duplication syndrome,,V901
11장완 말단부 삼염색체 증후군,11q distal trisomy syndrome,Q92.3,V900
12번 염색체 단완 13 부분의 미세중복,12p13 microduplication,,V901
12번 염색체 단완의 중복 증후군,12p duplication syndrome,,V901
12번 염색체 장완 13 부분의 미세중복,12q13 microduplication,,V901
12번 염색체 장완의 결손 증후군,12q deletion syndrome,,V901
12번 염색체 장완의 중복 증후군,12q duplication syndrome,,V901
13번 염색체 장완 12.3 부분의 미세결손 증후군,13q12.3 microdeletion syndrome,,V901
13번 염색체 장완 21-22 부분의 결손,13q21-22 deletion,,V901
13번 염색체 장완의 말단부 단일염색체증,Distal monosomy 13q,,V901
13번 염색체 장완의 부분 결손,Partial deletion of the long arm of chromosome 13,,V901
"13삼염색체증, 감수분열비분리","Trisomy 13, meiotic nondisjunction",Q91.4,V160
"13삼염색체증, 섞임증형(유사분열비분리)","Trisomy 13, mosaicism (mitotic nondisjunction)",Q91.5,V160
"13삼염색체증, 전위","Trisomy 13, translocation",Q91.6,V160
13삼염색체증후군,Trisomy 13 Syndrome,Q91.7,V160
14번 염색체 장완 24.2-31.1 부분의 미세결손,14q24.2q31.1 microdeletion,,V901
14번 염색체 장완 말단부의 단일염색체증,Distal monosomy 14q,,V901
14번 염색체 장완의 결손 증후군,14q deletion syndrome,,V901
14번 염색체 장완의 중복 증후군,14q duplication syndrome,,V901
15 장완13.3 미세결손 증후군,15q13.3 microdeletion syndrome,Q93.5,V900
15번 고리모양 염색체,Ring chromosome 15,,V901
15번 염색체 장완 11-13 부분의 미세중복 증후군,15q11q13 microduplication syndrome,Q92.3,V900
15번 염색체 장완의 결손 증후군,15q deletion syndrome,,V901
15번 염색체 장완의 중복 증후군,15q duplication syndrome,,V901
15장완 사염색체(증)(쌍중심절 15번 염색체 증후군),Tetrasomy 15q (isodicentric 15 chromosome syndrome),Q93.2,V900
15장완11.2 미세결손 증후군,15q11.2 microdeletion syndrome,,V900
16단완11.2 미세중복,16p 11.2 microduplication,,V901
16번 염색체 단완의 11-12 부분의 미세결손 증후군,16p11p12 microdeletion syndrome,,V901
16번 염색체 단완의 결손,Deletion of short arm of chromosome 16,,V901
16번 염색체 단완의 결손 증후군,16p deletion syndrome,,V901
16번 염색체 단완의 중복 증후군,16p duplication syndrome,,V901
16번 염색체 장완의 결손 증후군,16q deletion syndrome,,V901
16번 염색체 장완의 중복,16q duplication,,V901
17단완13.3 미세중복,17p 13.3 microduplication,,V901
17번 염색체 단완 13.1 부분의 미세결손 증후군,Distal 17p13.1 microdeletion syndrome,,V901
17번 염색체 단완 13.3 부분의 미세결손 증후군,Distal 17p13.3 microdeletion syndrome,,V901
17번 염색체 단완의 결손 증후군,17p deletion syndrome,,V901
17번 염색체 장완 21.31 부분의 미세중복 증후군,17q21.31 microduplication syndrome,,V901
17번 염색체 장완 25.1 부분의 중복 증후군,17q25.1 duplication syndrome,,V901
17번 염색체 장완의 결손 증후군,17q deletion syndrome,,V901
17번 염색체 장완의 중복 증후군,17q duplication syndrome,,V901
18 단완 염색체 결손,18 short arm chromosome deletion,Q93.5,V900
18번 고리모양 염색체,Ring chromosome 18,,V901
18번 염색체 단완의 사염색체증,Tetrasomy 18p,,V901
18번 염색체 장완의 결손 증후군,18 long arm deletion syndrome,Q93.5,V900
18번 염색체 장완의 중복 증후군,18q duplication syndrome,,V901
"18삼염색체증, 감수분열비분리","Trisomy 18, meiotic nondisjunction",Q91.0,V160
"18삼염색체증, 섞임증형(유사분열비분리)","Trisomy 18, mosaicism (mitotic nondisjunction)",Q91.1,V160
"18삼염색체증, 전위","Trisomy 18, translocation",Q91.2,V160
18장완 말단부 결손 증후군,18q distal deletion syndrome,Q93.5,V900
18장완단일염색체증,18q monosomy,Q93.5,V900
19번 염색체 단완 13.3 부분의 중복,19p13.3 duplication,,V901
19번 염색체 단완의 결손 증후군,19p deletion syndrome,,V901
19번 염색체 장완의 중복 증후군,19q duplication syndrome,,V901
1번 염색체 단완 31-32 부분의 미세결손,1p31-1p32 microdeletion,,V901
1번 염색체 단완 36부분의 미세결손증후군,1p36 Microdeletion Syndrome,Q93.5,V900
1번 염색체 단완의 결손 증후군,1p deletion syndrome,,V901
1번 염색체 단완의 중복 증후군,1p duplication syndrome,,V901
1번 염색체 장완 21.1 부분의 중복 증후군,1q21.1 duplication syndrome,,V901
1번 염색체 장완 21.3 부분의 미세결손 증후군,1q21.3 microdeletion syndrome,,V901
1번 염색체 장완 44부분의 미세결손 증후군,1q44 microdeletion syndrome,,V901
1번 염색체 장완의 21.1 부분의 미세결손 증후군,1q21.1 microdeletion syndrome,,V901
1번 염색체 장완의 결손 증후군,1q deletion syndrome,,V901
1번 염색체 장완의 중복 증후군,1q duplication syndrome,,V901
20번 염색체 단완의 결손 증후군,20p deletion syndrome,,V901
20번 염색체 단완의 삼염색체증,Trisomy 20p,Q92.8,V900
20번 염색체 장완의 결손 증후군,20q deletion syndrome,,V901
20번 염색체 장완의 말단부 삼염색체증,Distal trisomy 20q,,V901
21-수산화효소결핍,21-Hydroxylase deficiency,E25.0,V115
21번 염색체 장완의 결손 증후군,21 long arm deletion syndrome,Q93.5,V900
21삼염색체증 NOS,Trisomy 21 NOS,Q90.9,V159
"21삼염색체증, 감수분열비분리","Trisomy 21, meiotic nondisjunction",Q90.0,V159
"21삼염색체증, 섞임증형(유사분열비분리)","Trisomy 21, mosaicism (mitotic nondisjunction)",Q90.1,V159
"21삼염색체증, 전위","Trisomy 21, translocation",Q90.2,V159
22번 염색체 장완의 결손 증후군,22q deletion syndrome,,V901
22번 염색체 장완의 중복 증후군,22q duplication syndrome,,V901
2번 염색체 단완 결손,2p deletion,,V901
2번 염색체 단완의 결손 증후군,2p deletion syndrome,,V901
2번 염색체 단완의 중복 증후군,2p duplication syndrome,,V901
2번 염색체 장완 33-37 부분의 중복 증후군,2q33-37 duplication syndrome,,V901
2번 염색체 장완의 24 부분의 미세결손 증후군,2q24 microdeletion syndrome,,V901
2번 염색체 장완의 31-33 부분의 미세결손,2q31-q33 microdeletion,,V901
2번 염색체 장완의 37부분의 미세결손증후군,2q37 microdeletion syndrome,Q93.5,V900
2번 염색체 장완의 결손 증후군,2q deletion syndrome,,V901
2번 염색체 장완의 중복 증후군,2q duplication syndrome,,V901
2장완11 미세중복 증후군,2q11 microduplication syndrome,,V900
3 장완29 미세결손 증후군,3q29 microdeletion syndrome,Q93.5,V900
3M 증후군,3M syndrome,,V900
3MC 증후군,3MC syndrome (Malpuech-Michels-Mingarelli-Carnevale),,V900
3번 염색체 단완의 결손,Deletion of short arm of chromosome 3,,V901
3번 염색체 단완의 결손 증후군,3p deletion syndrome,,V901
3번 염색체 장완 26 부분의 중복,3q26 duplication,,V901
3번 염색체 장완의 13.31 부분의 미세 결손 증후군,3q13.31 microdeletion syndrome,,V901
3번 염색체 장완의 결손,Deletion of long arm of chromosome 3,,V901
3번 염색체 장완의 결손 증후군,3q deletion syndrome,,V901
3번 염색체 장완의 중복 증후군,3q duplication syndrome,,V901
4 단완 염색체 부분 결손,Partial deletion of the short arm of chromosome 4,Q93.3,V900
4번 염색체 단완의 중복 증후군,4p duplication syndrome,,V901
4번 염색체 장완의 21 부분의 미세결손 증후군,4q21 microdeletion syndrome,,V901
4번 염색체 장완의 34 부분의 미세결손,4q34 microdeletion,,V901
4번 염색체 장완의 결손 증후군,4q deletion syndrome,,V901
4번 염색체 장완의 중복 증후군,4q duplication syndrome,,V901
5번 염색체 단완의 결손,Deletion of short arm of chromosome 5,Q93.4,V205
5번 염색체 장완 14.3 부분의 미세결손 증후군,5q14.3 microdeletion syndrome,,V901
5번 염색체 장완 31 부분의 미세결손으로 인한 가족성 만곡족,Familial clubfoot due to 5q31 microdeletion,,V901
5번 염색체 장완 31.3 부분의 미세결손으로 인한 PURA 관련 신경발달 장애,PURA-related neurodevelopmental disorders due to 5q31.3 microdeletion,,V900
5번 염색체 장완 35 부분의 결손,5q35 deletion,,V901
5번 염색체 장완의 결손 증후군,5q deletion syndrome,,V901
5번 염색체 장완의 말단부 삼염색체증,Distal 5q trisomy,,V901
5번 염색체 장완의 중복 증후군,5q duplication syndrome,,V901
6번 염색체 단완의 결손 증후군,6p deletion syndrome,,V901
6번 염색체 장완 26 부분의 미세결손 증후군,6q26 microdeletion syndrome,,V901
6번 염색체 장완의 결손 증후군,6q deletion syndrome,,V901
6번 염색체 장완의 중복 증후군,6q duplication syndrome,,V901
7번 염색체 단완의 결손 증후군,7p deletion syndrome,,V901
7번 염색체 단완의 중복 증후군,7p duplication syndrome,,V901
7번 염색체 장완 11.23 부분의 미세중복 증후군,7q11.23 microduplication syndrome,Q92.3,V900
7번 염색체 장완 36 부분의 미세결손 증후군,7q36 microdeletion syndrome,,V901
7번 염색체 장완의 결손 증후군,7q deletion syndrome,,V901
7번 염색체 장완의 중복 증후군,7q duplication syndrome,,V901
7장완11.22 미세결손 증후군,7q 11.22 microdeletion syndrome,,V901
7장완36 미세중복,7q 36 microduplication,,V901
8단완단일염색체증,8p monosomy,,V901
8번 삼염색체 섞임증,Mosaic trisomy 8,,V901
8번 염색체 단완의 11.2 부분의 미세결손 증후군,8p11.2 deletion syndrome,,V901
8번 염색체 단완의 결손 증후군,8p deletion syndrome,,V901
8번 염색체 단완의 역중복-결실 증후군,8p inverted duplication-deletion syndrome,,V901
8번 염색체 단완의 중복 증후군,8p duplication syndrome,,V901
8번 염색체 장완의 21.11 부분의 미세결손 증후군,8q21.11 microdeletion syndrome,,V901
8번 염색체 장완의 22.1 부분의 미세 결손 증후군,8q22.1 microdeletion syndrome,,V901
8번 염색체 장완의 중복 증후군,8q duplication syndrome,,V901
9번 염색체 단완의 결손,Deletion of short arm of chromosome 9,,V901
9번 염색체 단완의 결손 증후군,9p deletion syndrome,,V901
9번 염색체 단완의 사염색체증,tetrasomy 9p,,V901
9번 염색체 단완의 중복,Duplication of 9p,,V901
9번 염색체 단완의 중복 증후군,9p duplication syndrome,,V901
9번 염색체 장완의 결손 증후군,9q deletion syndrome,,V901
9번 염색체 장완의 중복 증후군,9q duplication syndrome,,V901
ACOX1 관련 장애,Acox1 related disorder,,V900
AC글로불린결핍,AC globulin deficiency,D68.2,V009
ADCY5 관련 이상운동증,ADCY5-related dyskinesia,,V900
ADNP 증후군(헬스무르텔-반데르아 증후군),ADNP syndrome(Helsmoortel-VanDerAa Syndrome),Q87.8,V900
AGO1 관련 발달지연,AGO1 related developmental delay,,V900
ALS 결핍증,Acid-Labile subunit deficiency (ALSD),,V900
ARC 증후군,"Arthrogryposis, renal tubular dysfunction, and cholestasis (ARC syndrome)",,V900
ARHGEF9 관련 장애,ARHGEF9 related disorder,,V900
ARX 관련 장애,ARX related disorder,,V900
ASH1L 관련 지적발달장애,ASH1L related intellectual developmental disorder,,V900
ASPM 관련 소두증,ASPM related microcephaly,,V900
ATP1A3 관련 뇌병증,ATP1A3-related encephalopathy,,V900
AUTS2 관련 장애,AUTS2 related disorder,,V900
A형혈우병,Haemophilia A,D66,V009
B- 또는 T-세포에 대한 자가항체를 동반한 공통 가변성 면역결핍,Common variable immunodeficiency with autoantibodies to B-or T-cells,D83.2,V111
B-세포 수 및 기능의 현저한 이상에 의한 공통 가변성 면역결핍,Common variable immunodeficiency with predominant abnormalities of B-cell numbers and function,D83.0,V111
B-세포수가 정상이거나 감소된 중증복합면역결핍,Severe combined immunodeficiency [SCID] with low or normal B-cell numbers,D81.2,V111
Birk-Barel 증후군,Birk-Barel syndrome,,V900
Bryant-Li-Bhoj 신경발달 증후군 1,Bryant-Li-Bhoj neurodevelopmental syndrome 1,,V900
B형혈우병,Haemophilia B,D67,V009
C1에스터레이스억제인자결핍,C1 esterase inhibitor[C1-INH] deficiency,D84.1,V111
CACNA1A 관련 장애,CACNA1A-related disorder,,V900
CACNA1E 관련 장애,CACNA1E related disorder,,V900
CAD 관련 장애,CAD related disorder,,V900
CAMK2A 관련 질환,CAMK2A related disease,,V900
CASK 관련 장애,CASK-related disorder,,V900
CDKL5-관련 장애,CDKL5-related disorder,G40.40,V900
COL4A1 관련 장애,Collagen alpha1(Ⅳ) chain related disorders,,V900
COL4A3BP 관련 정신 지체,COL4A3BP-related mental retardation,,V900
CTLA4 결핍,CTLA4 deficiency,,V900
CTNNB1 관련 장애,CTNNB1-related disorder,,V900
CUL4B 관련 지적장애[카베자스형의 X염색체 연관 지적장애],"CUL4B related intellectual disability[X-linked intellectual disability, Cabezas type]",,V900
CUX1 유전자 변이,CUX1 gene mutation,,V900
CYFIP2 유전자 돌연변이,CYFIP2 gene mutation,,V900
Chitayat 증후군,Chitayat syndrome,,V900
C형혈우병,Haemophilia C,D68.1,V009
DDX3X 관련 장애,DDX3X-related disorder,,V900
DDX6 관련 장애,DDX6 related disorder,,V900
DEAF1 관련 장애,DEAF1 related disorder,,V900
DHDDS 유전자 변이에 의한 운동 이상을 동반하거나 동반하지 않는 발달지연 및 발작,Developmental delay and seizures with or without movement abnormalities (DEDSM) due to DHDDS gene,,V900
DLL1 관련 질환,DLL1-related disorder,,V900
DNA복구결손을 수반한 소뇌성 운동실조,Cerebellar ataxia with defective DNA repair,G11.3,V123
DOCK8 유전자 변이 또는 결손,DOCK8 gene mutation or deletion,,V900
DYRK1A 증후군,DYRK1A syndrome,,V900
Den Hoed-de Boer-Voisin 증후군,Den Hoed-de Boer-Voisin syndrome,,V900
Dent 질환,Dent disease,,V900
Desanto-shinawi 증후군,Desanto-shinawi syndrome,,V900
EEF1A2 관련 장애,EEF1A2-related disorder,,V900
FBXO11 관련 장애,FBXO11-related disorder,,V900
"FBXW7 관련 보통염색체 우성 발달지연, 근긴장저하 및 언어장애","FBXW7 related autosomal dominant developmental delay, hypotonia, and impaired language",,V900
FG2 증후군,FG2 syndrome,,V900
FLNA 관련 뇌실주위 결절성 이소증,FLNA-related periventricular nodular heterotopia,,V900
FOXP1 관련 장애,FOXP1 related disorder,,V900
FTSJ1 관련 장애,FTSJ1 related disorder,,V900
Foxp4 관련 발달 장애,Foxp4 related developmental disorder,,V900
G6PD결핍빈혈,G6PD deficiency anaemia,D55.0,V163
GABRB3 관련 장애,GABRB3 related disorder,,V900
GATA2 결핍,GATA2 deficiency,,V900
GATAD2B와 연관된 신경발달장애,GATAD2B associated neurodevelopmental disorder[GAND],,V900
GJB2 관련 감각신경성 난청,GJB2 related sensory neural hearing loss,,V900
GM₁-강글리오시드증,GM₁-gangliosidosis,E75.1,V117
GM₂-강글리오시드증,GM₂-gangliosidosis,E75.0,V117
GM₂-강글리오시드증 NOS,GM₂gangliosidosis NOS,E75.0,V117
GM₃-강글리오시드증,GM₃-gangliosidosis,E75.1,V117
GNAO1 뇌병증,GNAO1 encephalopathy,,V900
GNB1 관련 장애,GNB1-related disorder,,V900
GNB2 관련 장애,GNB2 related disorder,,V900
GRIN1 관련 신경발달장애,GRIN1 related neurodevelopmental disorder,,V900
GRIN2A 관련 장애,GRIN2A related disorder,,V900
GRIN2B 관련 발달지연,GRIN2B related developmental delay,,V900
GRM7 관련 발달지연,GRM7 related developmental delay,,V900
HK1 관련 장애,HK1 related disorder,,V900
HNF1B 유전자 돌연변이,HNF1B gene mutation,,V900
HNRNPU-관련 장애,HNRNPU-related disorder,,V900
HUWE1 관련 장애,HUWE1 related disorder,,V900
Hiatt-Neu-Copper 신경발달 증후군,Hiatt-Neu-Copper neurodevelopmental syndrome,,V900
Hijazi-Reis 증후군,Hijazi-Reis syndrome,,V900
Hoyeraal-Hreidarsson 증후군,Hoyeraal-Hreidarsson syndrome,,V900
IL12RB1 결핍,IL12RB1 deficiency,,V900
Jansen-de Vries 증후군,Jansen-de Vries syndrome,,V900
KAT6B 관련 증후군,KAT6B-related syndrome,,V900
KCNQ5 관련 지적 장애,KCNQ5 related intellectual disability,,V900
KID 증후군,KID syndrome (Keratitis-ichthyosis-deafness),,V900
"KIF11 관련 맥락막망막병증, 소두증, 정신지체","KIF11 related chorioretinopathy, microcephaly, mental retardation",,V900
KIF1A 유전자 돌연변이에 의한 신경병증,Neuropathy due to KIF1A gene mutation,,V900
KMT2B-관련 근긴장이상,KMT2B-related dystonia,,V900
L1 증후군,L1 syndrome,,V900
LRBA 결핍,LRBA deficiency,,V900
Liang Wang 증후군,Liang Wang syndrome,,V900
MED13L 증후군,MED13L syndrome,,V900
MEF2C 관련 증후군,MEF2C-related syndrome,,V900
MEIS2 관련 장애,MEIS2 related disorder,,V900
METTL23 관련 발달지연,METTL23 related developmental delay,,V900
"MORC2 관련 발달지연, 성장장애, 이상형태성 얼굴 및 축삭신경병증","MORC2 related developmental delay, impaired growth, dysmorphic facies, and axonal neuropathy",,V900
MUTYH-연관 폴립증 (가족성 선종성 폴립증 2형),MUTYH-associated polyposis (Familial adenomatous polyposis type2),,V900
MYT1L 관련 장애,MYT1L related disorder,,V900
Mesomelia-synostoses 증후군(8번 염색체 장완의 13부분의 미세결손 증후군),Mesomelia-synostoses syndrome(8q13 microdeletion syndrome),,V900
NACC1 관련 장애,NACC1-related disorder,,V900
NALCN 관련 장애,NALCN-related disorder,,V900
NKAP 관련 장애,NKAP related disorder,,V900
NSUN2 관련 발달지연,NSUN2 related developmental delay,,V900
OPHN1 관련 장애,OPHN1-related disorder,,V900
Opitz-G/BBB 증후군,Opitz-G/BBB syndrome,,V900
Opitz-Kaveggia 증후군[FG 증후군 1형],Opitz-Kaveggia syndrome[FG syndrome type 1],,V900
PCDH 19 관련 뇌전증 증후군,PCDH 19-related epilepsy syndrome,,V900
PNKP 관련 발달지연,PNKP related developmental delay,,V900
"POLR2A 관련 장애(저긴장증, 다양한 지적장애, 행동이상을 동반한 신경발달장애)",POLR2A related disorder (Neurodevelopmental disorder with hypotonia and variable intellectual disability and behavioral abnormality),,V900
POLR3A 관련 장애,POLR3A related disorder,,V900
POU3F3 관련 장애 (Snijders Blok-Fisher 증후군),POU3F3-related disorder (Snijders Blok-Fisher syndrome),,V900
PPP2R5D 관련 장애,PPP2R5D-related disorder,,V900
PRR12 관련 신경-눈 증후군,PRR12 related neuro-ocular syndrome,,V900
PTEN 과오종 종양 증후군,PTEN Hamartoma Tumor Syndrome (PHTS),,V900
Primrose 증후군,Primrose syndrome,,V900
RAFIG 증후군,RAFIG syndrome,,V900
RANBP2 관련 급성 뇌병증,RANBP2 related acute encephalopathy,,V900
RERE 관련 장애,RERE-related disorders,,V900
Rauch-Steindl 증후군,Rauch-Steindl syndrome,,V900
Renpenning 증후군,Renpenning syndrome,,V900
SCN8A 관련 질환,SCN8A related disease,,V900
SECISBP2 관련 장애,SECISBP2 related disorder,,V900
SLC6A1 관련 근간대성-무긴장성-뇌전증,SLC6A1 related myoclonic-atonic epilepsy,,V900
SLC6A5 관련 병적놀람증,SLC6A5 related hyperekplexia,,V900
SLCO2A1 관련 만성 장병증,SLCO2A1 related chronic enteropathy,,V900
SOX2 관련 장애,SOX2 related disorder,,V900
STAT3 기능 획득 질환,STAT3 gain of function disease,,V900
SYNGAP1 관련 지적장애,SYNGAP1-related intellectual disability,,V900
Schimke 면역-골 형성이상,Schimke immunosseous dysplasia (SIOD),,V900
Snijders Blok-Campeu 증후군,Snijders Blok-Campeu syndrome,,V900
Snyder-Robinson 증후군,Snyder-Robinson syndrome,,V900
Stolerman 신경발달 증후군(KDM6B 관련),Stolerman neurodevelopmental syndrome(KDM6B related),,V900
T- 및 B-세포수가 감소된 중증복합면역결핍,Severe combined immunodeficiency [SCID] with low T-and B-cell numbers,D81.1,V111
TAF1 관련 장애,TAF1 related disorder,,V900
TAOK1 관련 지적 장애[지적 장애 또는 행동 이상을 동반하거나 동반하지 않는 발달 지연],TAOK1 related intellectual disability[Developmental delay with or without intellectual impairment or behavioral abnormalities],,V900
TBR1 관련 자폐증과 언어지연을 동반한 지적 발달 지연,TBR1 related intellectual developmental delay with autism and speech delay,,V900
TFE3 연관 신경발달 장애,TFE3-associated neurodevelopmental disorder,,V900
THOC2 관련 장애,"Intellectual developmental disorder, X-linked 12",,V900
"TLK2 관련 지적장애[지적발달장애, 보통염색체 우성 57]","TLK2 related intellectual disability [Intellectual developmental disorder, autosomal dominant 57]",,V900
TMEM106B 유전자 돌연변이,TMEM106B gene mutation,,V900
TRIO 관련 대두증을 동반한 지적장애,TRIO related intellectual disability with macrocephaly,,V900
TRIP12 관련 질환,TRIP12 related disease,,V900
TRPM3 관련 장애,TRPM3 reIated disorder,,V900
Townes-Brocks 증후군,Townes-Brocks syndrome,,V900
UBTF 관련 신경 변성,UBTF related neurodegeneration,,V900
Ververi-Brady 증후군,Ververi-Brady syndrome,,V900
Vici 증후군,Vici syndrome,,V900
WAGR 증후군(11번 염색체 단완의 13부분 결손),WAGR syndrome(Deletion 11p13),,V900
WWOX 관련 장애,WWOX related disorder,,V900
Wieacker-Wolff 증후군,Wieacker-Wolff syndrome,,V900
X 염색체장완의 28부분의 중복 증후군,Chromosome Xq28 duplication syndrome,,V901
X-연관 림프증식성 질환,X-linked lymphoproliferative disease,D82.3,V111
X-연관 세포사멸사 억제인자 결핍,X-linked inhibitor of apoptosis deficiency,,V900
X-연관 연소성 망막분리,X-linked juvenile retinoschisis,Q14.1,V900
X-연관 열성 척수소뇌성 운동실조,X-linked recessive spinocerebellar ataxia,G11.1,V123
X-연관 우성 연골형성이상,X-linked dominant chondrodysplasia,Q77.3,V228
X-연관무감마글로불린혈증[브루톤](성장호르몬결핍을 동반),X-linked agammaglobulinaemia [Bruton] (with growth hormone deficiency),D80.0,V111
X-연관비늘증,X-linked ichthyosis,Q80.1,V300
X-연관비늘증; 스테로이드설파타제결핍,X-linked ichthyosis; steroid sulfatase deficiency,Q80.1,V300
X연관 정신지체-저긴장성 얼굴증후군,X-linked mental retardation-hypotonic facies syndrome,,V900
X염색체 단완의 결손 증후군,Xp deletion syndrome,,V901
X염색체 단완의 중복 증후군,Xp duplication syndrome,,V901
X염색체 장완의 결손 증후군,Xq deletion syndrome,,V901
X염색체 장완의 중복 증후군,Xq duplication syndrome,,V901
YWHAG 관련 장애,YWHAG related disorder,,V900
ZBTB18 관련 장애,ZBTB18 related disorder,,V900
ZSWIM6 관련 신경발달 장애,ZSWIM6 related neurodevelopmental disorders,,V900
ZTTK 증후군,Zhu-Tokita-Takenouchi-Kim [ZTTK] syndrome,,V900
Ⅰ형 점액다당류증,"Mucopolysaccharidosis, type Ⅰ",E76.0,V117
Ⅱ형 점액다당류증,"Mucopolysaccharidosis, type Ⅱ",E76.1,V117
"Ⅲ, Ⅳ, Ⅵ, Ⅶ형 점액다당류증","Mucopolysaccharidosis, types Ⅲ, Ⅳ, Ⅵ, Ⅶ",E76.2,V117
가부키 증후군,Kabuki syndrome,Q87.0,V900
가브리엘레 드 브리스 증후군,Gabriele-de Vries syndrome,,V900
가성 연골무형성 형성이상,Pseudoachondroplastic dysplasia,Q78.9,V900
가성 장 폐쇄,Intestinal pseudo-obstruction,K56.0,V312
가족성 부신코티코이드결핍,Familial glucocorticoid deficiency,E27.1,V116
가족성 선종성 용종증,Familial adenomatous polyposis,D12.6,V281
가족성 운동신경세포병,Familial motor neuron disease,G12.20,V123
가족성 저인산혈증,Familial hypophosphataemia,E83.3,V189
가족성 저형성빈혈,Familial hypoplastic anaemia,D61.0,V023
가족성 지중해열,Familial Mediterranean fever,E85.0,V121
가족성 칸디다증,Familial candidiasis,,V900
가족성 혈구탐식세망증,Familial haemophagocytic reticulosis,D76.1,V110
가족성 흉부 대동맥동맥류 및 박리,Familial thoracic aortic aneurysm and dissection,,V900
각막결막염을(를) 동반한 쉐그렌증후군,Sjogren’s syndrome with keratoconjunctivitis,M35.0,V139
간뇌 미토콘드리아 DNA 고갈 증후군,Hepatocerebral mitochondrial DNA depletion syndrome,,V900
간인산화효소결핍,Liver phosphorylase deficiency,E74.0,V117
간헐 운동실조 2형,Episodic ataxia type 2,G11.1,V900
갈락토스대사장애,Disorders of galactose metabolism,E74.2,V117
갈락토스혈증,Galactosaemia,E74.2,V117
갈락토카이네이스결핍,Galactokinase deficiency,E74.2,V117
갈로웨이-모왓 증후군,Galloway Mowat syndrome,,V900
감마글루타밀회로의 장애,Disorders of γ-glutamyl cycle,E72.8,V117
강글리오시드증 NOS,Gangliosidosis NOS,E75.1,V117
강직인간증후군,Stiff-person[man] syndrome,G25.8,V900
"강직척추염, 경부","Ankylosing spondylitis, cervical region",M45.2,V140
"강직척추염, 경흉추부","Ankylosing spondylitis, cervicothoracic region",M45.3,V140
"강직척추염, 요천부","Ankylosing spondylitis, lumbosacral region",M45.7,V140
"강직척추염, 요추부","Ankylosing spondylitis, lumbar region",M45.6,V140
"강직척추염, 척추의 여러 부위","Ankylosing spondylitis, multiple sites in spine",M45.0,V140
"강직척추염, 천추 및 천미추부","Ankylosing spondylitis, sacral and sacrococcygeal region",M45.8,V140
"강직척추염, 후두환축부","Ankylosing spondylitis, occipito-atlanto-axial region",M45.1,V140
"강직척추염, 흉요추부","Ankylosing spondylitis, thoracolumbar region",M45.5,V140
"강직척추염, 흉추부","Ankylosing spondylitis, thoracic region",M45.4,V140
거대뇌증-다소뇌회증-다지증-수두증 증후군2(AKT3 관련),Megalencephaly-polymicrogyria-polydactyly-hydrocephalus[MPPH] syndrome 2(AKT3 related),,V900
거대뇌증-모세혈관 기형-다발미세이랑 증후군,Megalencephaly-capillary malformation-polymicrogyria syndrome,,V900
거대방광-미세결장-장연동저하 증후군(MMIHS),Megacystis-microcolon-intestinal hypoperistalsis syndrome (MMIHS),,V900
거대세포동맥염,Giant cell arteritis,,V900
거의 정상의 면역글로불린 또는 고면역글로불린혈증을 동반한 항체결핍,Antibody deficiency with near-normal immunoglobulins or with hyperimmunoglobulinaemia,D80.6,V111
거짓 부갑상선기능저하증,Pseudohypoparathyroidism,E20.1,V900
거짓근긴장증,Pseudomyotonia,G71.1,V012
건조증후군[쉐그렌],Sicca syndrome[Sjögren],M35.0,V139
결절성 경화증,Tuberous sclerosis,Q85.1,V204
결절성 다발동맥염,Polyarteritis nodosa,M30.0,V134
고라이신혈증,Hyperlysinaemia,E72.3,V117
고류신-이소류신혈증,Hyperleucine-isoleucinaemia,E71.1,V117
고린-샤우드리-모스 증후군,Gorlin-Chaudhry-Moss syndrome,Q87.0,V185
고린증후군,Gorlin syndrome,,V900
고면역글로불린E증후군,Hyperimmunoglobulin E [IgE] syndrome,D82.4,V111
